feed_title,feed_link,feed_description,feed_language,feed_pub_date,feed_last_build_date,feed_generator,item_title,item_link,item_description,item_pub_date,item_guid,item_author,item_category,podcast
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG033 Cusanus-Hochschule,https://forschergeist.de/podcast/fg033-cusanus-hochschule/,"Was bringt jemanden dazu, eine neue Hochschule zu gründen? Was treibt einen an, in einem Land voller Bildungsinstitutionen etwas zu wagen, das sich stark vom Herkömmlichen unterscheidet? Silja Graupe und ihre Mitstreiter verstehen sich als Bildungsbürger der ganz anderen Art, und sie haben es einfach getan: Sie gründeten mit der Cusanus Hochschule in Bernkastel-Kues eine staatliche Hochschule in freier Trägerschaft. Sie taten das ohne einen großen Finanzier im Hintergrund, aber ausgestattet mit Überzeugung, Mut und viel Erfahrung im und mit dem etablierten Wissenschaftssystem.",2016-08-10T09:27:14Z,podlove-2016-07-05t13:09:01+00:00-9ad88c9db05ce98,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG032 Hochschule und Zivilgesellschaft,https://forschergeist.de/podcast/fg032-hochschule-und-zivilgesellschaft/,"Wie weltfremd darf Wissenschaft sein? Wie weltzugewandt soll eine Hochschule sein? An der Hochschule Bremerhaven hat sich der Ökonom Michael Vogel viele Gedanken über diese Fragen gemacht. Für ihn ist klar: Hochschulen – und mit ihnen vor allem die Studierenden – müssen sich bewusst werden, dass sie eine besondere Rolle für die Gesellschaft spielen. Diese Rolle müssen sie aktiv gestalten. Michael Vogel hat das mit dem Sozialprojekt namens „Die Zeitschrift der Straße“ (und dem Folgeprojekt „Uni der Straße“) getan. Das Bremer Straßenmagazin wird gemeinsam von Studierenden, Journalisten, sozial Engagierten, Hochschullehrern, Wohnungslosen und von Armut bedrohten Menschen gemacht. Wie schwierig es war, ein solches Projekt auf die Beine zu stellen, Studierende und andere Partner dafür zu begeistern, das Projekt gegen alle Arten von Widerständen weiterzuentwickeln, davon erzählt uns Michael Vogel in dieser Episode. Und so lernen wir mit ihm, dass Bremerhaven beileibe kein Kreuzfahrerparadies ist, sondern ein Ort voller sozialer und wirtschaftlicher Probleme. Gerade hier, an den Rändern der Republik, steht eine Hochschule unter dem Druck, nicht nur klassischer Ort für Bildung und Forschung, sondern auch für soziale und wirtschaftliche Innovationen zu sein. Als Hochschule erfolgreich zu sein, bedeutet hier auch, dazu beizutragen, eine schwierige Region mit außergewöhnlichen Ideen zu stärken.",2016-07-18T10:00:19Z,podlove-2016-07-01t10:35:15+00:00-7c74ba2508d4291,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG031 Abenteuer Mathematik,https://forschergeist.de/podcast/fg031-abenteuer-mathematik/,"An der Mathematik scheiden sich die Geister. Für die einen ist sie ein rotes Tuch und Alptraum der Schulzeit, für die anderen ist sie Inspiration, Herausforderung und Kunst zugleich. Zu den bedingungslosen Mathe-Begeisterten gehört zweifellos Günter M. Ziegler. Er ist nicht nur einer der bekanntesten Mathematiker in Deutschland, sondern zugleich auch einer ihrer glühendsten Fürsprecher. Kaum ein anderer vermag so kompetent und fesselnd über die Bedeutung der Mathematik zu referieren wie der vielfach ausgezeichnete Forscher aus Berlin.Und so nimmt er uns in dieser Folge mit auf eine faszinierende Reise durch die Geschichte und die Mysterien der Mathematik. Wir sprechen über den berühmten Ishango-Knochen und die Geburt der Mathematik, über Holzwege, die zum wissenschaftlichen Streben dazugehören, und wir lernen, dass Mathematik sowohl olympisch als auch diskret sein kann.",2016-06-30T06:00:11Z,podlove-2016-06-14t10:34:09+00:00-cbf004adc31b31e,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG030 Konflikt- und Gewaltforschung,https://forschergeist.de/podcast/fg030-konflikt-und-gewaltforschung/,"Der Konfliktforscher Andreas Zick ist in diesen aufgeheizten Zeiten ein gefragter Mann: Er eilt unermüdlich durch die Republik, von Vortrag zu Vortrag, von Interview zu Interview. Denn Gesellschaft und Medien haben viele Fragen an den Wissenschaftler: Wie konnte die politisch weitgehend stabile, prosperierende Nachkriegsrepublik sich in so kurzer Zeit so stark radikalisieren? Wieso fallen extreme politische Meinungen auf so fruchtbaren Boden, wieso radikalisieren sich junge Menschen, wieso sind Gewalt gegen ethnische oder religiöse Minderheiten und gruppenbezogene Menschenfeindlichkeit mittlerweile allgegenwärtig?Zu all diesen Themen forscht der gelernte Sozialpsychologe Andreas Zick am Institut für Interdisziplinäre Konflikt- und Gewaltforschung an der Uni Bielefeld. Und so reden wir in dieser Folge über Pyros in Fußballstadien, über Hogesa, Pegida, Hate Speech und die Ursachen dieser Phänomene. Andreas Zick erläutert mögliche Lösungsansätze, wie Gesellschaft und Demokratie mit Hass, Gewalt und Extremismus umgehen kann und wie man als Wissenschaftler all diese sensiblen Themen verantwortungsvoll in der Öffentlichkeit kommuniziert.",2016-06-13T06:00:58Z,podlove-2016-06-08t11:15:57+00:00-bfe102c4969c0c2,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG029 Meeresforschung und Tiefsee,https://forschergeist.de/podcast/fg029-meeresforschung-und-tiefsee/,"70 Prozent der Erde sind von Meer bedeckt, davon sind mehr als 90 Prozent Tiefsee. Es ist der größte Lebensraum, das größte Ökosystem der Erde. Dennoch ist unser Wissen über dieses System immer noch äußerst gering, sagt die Hamburger Meeresforscherin Angelika Brandt. So sind deutlich weniger Meeresorganismen als Landlebewesen bekannt. Ihre Aufmerksamkeit konzentriert sich deshalb auf die marine Biodiversität und ihre Erforschung. Und so begeben wir uns in dieser Folge gemeinsam mit Angelika Brandt auf eine Expedition: Doch bevor wir mit ihr das Forschungsschiff „Sonne“ betreten, erfahren wir von den oftmals jahrelangen Planungen und Vorbereitungen einer solchen Expedition, von Forschungsanträgen und minutiös zu planenden Logistik-Aufgaben: Schiffszeiten müssen ausgerechnet, internationale Mannschaften zusammengestellt, Container müssen verschifft, Gefahrgutdeklarationen gemacht werden etc. Auch die Expedition selbst ist beileibe keine Kaffeefahrt: Angelika Brandt erzählt von von anstrengenden 24-Stunden-Schichten, dem Forscher-Stress bei anhaltend schlechtem Wetter, schwierigen Tauchoperationen und der herausfordernden Aufgabe, multinationale Forscherteams zu koordinieren. Aber wenn dann achtern ein Buckelwahl kreuzt, zücken auch Tiefseeforscher beglückt ihre Kameras.",2016-05-17T06:00:36Z,podlove-2016-04-28t08:02:48+00:00-4b412825c608faa,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,"FG028 Moore, Paludikultur und das Klima",https://forschergeist.de/podcast/fg028-moore-paludikultur-und-das-klima/,"Moorforschung hat in Greifswald Tradition: Schon 1826 wurden hier erste torfbotanische Untersuchungen publiziert. Heute gehört Hans Joosten von der Uni Greifswald zu den führenden Moorforschern in Deutschland. In dieser Episode erzählt er uns davon, wie er sich schon von Jugend an für das Moor und seine Erforschung begeistert hat. Kein Wunder: Ist er doch als Niederländer direkt „im Moor geboren“. Doch wäre Hans Joosten nur unzureichend beschrieben, wenn man ihn ausschließlich als Forscher wahrnähme. Denn er war immer schon politisch aktiv. Die weltweite Zerstörung der Moore und ihre unübersehbaren Auswirkungen auf das Weltklima trieben ihn derart heftig um, dass er vor seiner Greifswalder Zeit die „aggressivste Moorgruppe der Niederlande“ gründete, wie er der „taz“ einmal anvertraute, um mit hunderten von Verfahren wegen nicht beachteter Moorschutzgesetze für das Thema zu sensibilisieren. Heute ist er Generalsekretär der Internationalen Moorschutzorganisation und arbeitet auch im Rahmen des Weltklimarates der Vereinten Nationen (IPCC) zum Thema Moore.Etwa 50 Wissenschaftler und Experten sind in der Greifswalder Moorforschung tätig und leisten wichtige Forschungsbeiträge, etwa zur Klimarelevanz der Moore: Denn Moore machen zwar nur drei Prozent der Erdoberfläche aus, speichern jedoch mehr CO2 als der gesamte Waldbestand der Erde. Und so sprechen wir munter über Windmühlen, Polder, Spreewaldgurken, über neue Anforderungen an die Landwirtschaft, indonesische Minister und die schwierige Kultivierung von Sümpfen (=Paludikultur).",2016-05-02T08:00:38Z,podlove-2016-04-21t12:04:15+00:00-c909f9d1b178a68,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG027 Vertrauen und Kontrolle in der Wissenschaft,https://forschergeist.de/podcast/fg027-vertrauen-und-kontrolle-in-der-wissenschaft/,"Die präklinische Biomedizin hat ein Qualitätsproblem, sagt unser Gesprächsgast Ulrich Dirnagl. Der renommierte Schlaganfall-Forscher von der Berliner Charité hat Hunderte Fachveröffentlichungen zu Schlaganfall und Krebs untersucht und ist zu alarmierenden Erkenntnissen gekommen: Die Studien-Ergebnisse sind oftmals nicht reproduzierbar, Protokolle sind lückenhaft, wichtige Daten nicht verfügbar. Hinzu kommen Mängel im Design und der Auswertung von experimentellen Studien, wie zum Beispiel das Fehlen von randomisierter (also zufallsgesteuerter) Versuchsgruppen-Zuordnung, fehlende oder fehlerhafte Anonymisierung (""Verblindung""). Es gibt eine starke Tendenz zur Veröffentlichung von nur scheinbar vielversprechenden Resultaten.Wir sprechen darüber, was die Ursachen für eine solche Entwicklung sind: Wie groß muss der Erfolgsdruck bei Wissenschaftlern und wissenschaftlichen Einrichtungen sein, wenn permanente Verstöße gegen gutes wissenschaftliches Arbeiten zur Regel werden? Wie fehlgesteuert sind die Belohnungssysteme und Karrierewege in der akademischen Forschung? Neue Ansätze der Auditierung und des Monitoring, Veröffentlichung von Originaldaten, mehr Kontrolle durch Journale könnten aus der Misere herausführen.",2016-04-19T12:10:01Z,podlove-2016-04-14t14:23:51+00:00-6e18d885e847977,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG026 Gottfried Wilhelm Leibniz,https://forschergeist.de/podcast/fg026-gottfried-wilhelm-leibniz/,"Ein weiteres Mal beschäftigen wir uns mit der Wissenschaftsgeschichte und richten den Blick auf einen wahren Forschergeist: Gottfried Wilhelm Leibniz. Leibniz - dessen Todestag sich in diesem Jahr zum 300. Mal jährt -   war als Universalgelehrter in seiner Zeit eine der herausragenden Persönlichkeiten und hat die moderne Wissenschaft in technischer, wissenschaftlicher, philosophischer und auch politischer Hinsicht stark geprägt. Wir sprechen mit dem deutschen Mathematik- und Wissenschaftshistoriker Eberhard Knobloch, einem der führenden Kenner von Leibniz' Gesamtwerk, der für uns Werdegang, Schaffen und Bedeutung von Leibniz beleuchtet.",2016-03-14T08:00:29Z,podlove-2016-03-03t15:15:52+00:00-2cd03ede3c2c36d,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG025 Transformative Wissenschaft,https://forschergeist.de/podcast/fg025-transformative-wissenschaft/,"Uwe Schneidewind treibt die Vision einer sozial- und ökologisch gerechten Welt im 21. Jahrhundert um. Und er ist der festen Überzeugung, dass die Art und Weise, wie wir Wissenschaft betreiben, einen zentralen Einfluss auf gesellschaftliche Veränderungsprozesse hat. Deswegen streitet er für eine ""Transformative Wissenschaft"" und erregt damit viele Gemüter im Wissenschaftssystem. Als Präsident des Wuppertal Institutes für Klima, Umwelt, Energie leitet er einen der führenden Think Tanks für Nachhaltigkeitsforschung in Deutschland.Hinter der Formel einer ""Transformativen Wissenschaft"" steckt die Forderung, dass sich Wissenschaft im 21. Jahrhundert noch stärker an großen gesellschaftlichen Herausforderungen ausrichten soll. Sie zielt auf eine Forschung und Lehre, die schon bei der Problemdefinition und Problembearbeitung auch außerwissenschaftliches Wissen mit einbezieht und so zu einem Wissen kommt, das nicht nur an den wissenschaftlichen Diskurs anschlussfähig ist. Es soll auch handelnden Akteuren vor dem Hintergrund aktueller Problemlagen eine Orientierung geben.  Wir sprechen über die Chancen der Digitalisierung, Aspekte aus der Open-Source-Bewegung,  Wohlstandsmuster der Zukunft und eine Kultur der Augenhöhe, die als Basis vor allem für Junge Wissenschafter dienen kann, um neue Netzwerke und strukturelle Änderungen einzufordern und den Anforderungen der Zukunft gerecht zu werden.",2016-02-22T08:00:00Z,podlove-2016-02-19t18:36:35+00:00-6f16e43a83f923a,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG024 Nachhaltige Chemie und das Wasser,https://forschergeist.de/podcast/fg024-nachhaltige-chemie-und-das-wasser/,"Wasser ist die wichtigste Ressource dieses Planeten, doch ist es durch die rücksichtslose Verschmutzung der Umwelt zum Problemfall geworden. Während in den Industriestaaten durch neue Techniken in Kläranlagen und eine Umstellung der Produktionen schon Erfolge erzielt werden konnten, ist das Problem auf globaler Ebene dringender denn je. Die Forschung in der Chemie konzentriert sich daher zunehmend auf nachhaltige Konzepte, die das Problem bereits bei Schöpfung von Prozessen und Produkten mitdenkt und viele Belastungen von vornherein vermeidet.Wir sprechen mit Professor Klaus Kümmerer von der Leuphana Universität in Lüneburg, dessen Institut für Nachhaltigkeit einen stark interdisziplinären Ansatz verfolgt und sich bei seiner Forschung auf die Erkenntnisse und Forschung mehrerer wissenschaftlicher Linien stützt, um Lösungen zu finden, die die gesellschaftlichen Realitäten und politischen Probleme mit in die Arbeit einbezieht. Klaus Kümmerer hat 2015 für seine Forschung den Wasser-Ressourcenpreis der Rüdiger Kurt Bode-Stiftung erhalten.",2016-01-28T12:03:08Z,podlove-2016-01-20t22:44:33+00:00-d6d1f2aea936739,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG023 Welt in Balance,https://forschergeist.de/podcast/fg023-welt-in-balance/,"Wirtschaftskrisen, die wachsende Weltbevölkerung und der sich verschärfende Klimawandel erschüttern das Bild einer Welt, die sich über Bildung, Forschung und eine sozialorientierte Ausrichtung der wirtschaftlichen Entwicklung in eine Zukunft verwandelt, die für alle Menschen lebenswert erscheint. Es stellt sich die Frage, ob wir künftig ein Zweiklassensystem etablieren oder noch eine Chance auf eine Welt in Balance haben.Wir sprechen mit Franz Josef Radermacher, Leiter des Forschungsinstituts für Anwendungsorientierte Wissensforschung (FAW) in Ulm, der sich schon im Rahmen seiner Auseinandersetzung mit Wirtschaft und Informatik früh diesen Fragen gestellt und sich auch im Rahmen seines Engagements für den Club of Rome mit der Erforschung der Rahmenbedingungen für eine stabile, prosperierende Entwicklung der Menschheit beschäftigt hat.",2016-01-04T08:00:34Z,podlove-2015-12-25t17:02:37+00:00-e5d9afe1afc35f4,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG022 Hochschullehre Digital,https://forschergeist.de/podcast/fg022-hochschullehre-digital/,"Die Digitalisierung bietet  weitreichende Möglichkeiten zur Verbesserung und Veränderung der Lehre, doch wird sie oft noch mehr als Bedrohung des Status Quo missverstanden. Dass die Lehre hier aber derzeit viel Wünschenswertes auf dem Tisch liegen lässt zeigt das Beispiel von Jürgen Handke, Professor für Anglistik und Linguistik an der Philipps-Universität Marburg, der die neuen Technologien optimistisch und experimentell in den Lehrbetrieb hat einfließen lassen und ihn dabei wortwörtlich auf den Kopf gestellt hat. Repetitive Lehrveranstaltungen werden durch Videoaufzeichnungen für die Studenten ersetzt und der Präsenzunterricht konzentriert sich auf die Vertiefung und Anwendung des Wissens und die individuelle Betreuung der Studierenden. Das kommt beiden Seiten zugute und schafft darüber hinaus ein wertvolles Archiv des Wissens und neue Chancen für die Ausbildung in Universitäten und Schulen.",2015-12-14T08:00:02Z,podlove-2015-10-23t18:04:10+00:00-2b1b44852b10b0f,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG021 Spielen und Lernen,https://forschergeist.de/podcast/fg021-spielen-und-lernen/,"Linda Breitlauch ist Professorin für Game-Design an der Hochschule in Trier, dem stärksten universitären Ausbildungsort für Spieleentwickler in Deutschland. Wir sprechen mit Ihr über Computerspiele und was interaktive Spiele für das Lernen und Lehren bedeuten.",2015-11-23T08:00:13Z,podlove-2015-10-07t06:34:05+00:00-2cd65d8fbf9d394,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG020 Wissenschaftsfinanzierung,https://forschergeist.de/podcast/fg020-wissenschaftsfinanzierung/,"Die Finanzierung des Wissenschaftsbetriebs ist ein wichtiger Faktor für jeden Wissenschaftler, aber woher kommen die Mittel und welche Möglichkeiten gibt es, Förderungen zu erhalten? Wir sprechen mit Pascal Hetze vom Stifterverband über die Finanzierungsstruktur in Deutschland, über den Anteil von Bund, Ländern und Wirtschaft, und über die Rolle von Drittmitteln und Stipendien.",2015-11-02T08:00:12Z,podlove-2015-10-02t10:20:42+00:00-a05d40621014e17,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG019 Cradle To Cradle,https://forschergeist.de/podcast/fg019-cradle-to-cradle/,"Mit seinen Thesen und konkreten Vorschlägen mit einem holistischen Ansatz zu einer Umgestaltung der industriellen Produktion auf vollständige Wiederverwendung eingesetzter Rohstoffe hat Michael Braungart ein Umdenken ausgelöst. Der Chemiker propagiert ein ewiges Leben von Produkten und das Verständnis, dass alles ein Nährstoff ist, der erhalten werden muss. Seine harte Kritik an bestehenden Produktionsmethoden zeigt auf Basis eines klaren wissenschaftlichen Verständnisses die zahlreichen Fehlentwicklungen auf, unter der die Welt derzeit leidet.",2015-10-12T19:40:44Z,podlove-2015-09-24t13:10:25+00:00-b5c3f793541d07d,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG018 Die Vermessung der Welt,https://forschergeist.de/podcast/fg018-die-vermessung-der-welt/,"Max Roser forscht am Institute for New Economic Thinking der Universität in Oxford an Forschungsprogrammen rund um die globale Einkommensentwicklung und arbeitet empirisch an Statistiken und Analysen, um volkswirtschaftliche Zusammenhänge und Entwicklungen deutlich werden zu lassen. Aus eigener Initiative startete er das Projekt ""Our World In Data"", das führende Studien verschiedener Forschungsgebiete im ökonomisch-soziologischen Bereich analysiert und die dort erarbeiteten Zahlen visualisiert und neu kombiniert. Wir sprechen über neue Ansätze in der Ökonomie-Forschung, die Bedeutung von Visualisierungen und Big Data für die Wissenschaftskommunikation sowie über den Nutzen des Internets für die Forschung und Öffentlichkeitsarbeit insgesamt.",2015-09-21T06:00:07Z,podlove-2015-07-28t17:58:58+00:00-e3215c2a108c82f,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG017 Forschen und Lehren in Cambridge,https://forschergeist.de/podcast/fg017-forschen-und-lehren-in-cambridge/,"Das akademische System in Deutschland unterscheidet sich in Anspruch und Umfang teilweise deutlich von der universitären Realität in Großbritannien. An den Eliteuniversitäten in Cambridge und Oxford herrschen deutlich andere Kulturen. Doch was lässt sich aus einem Vergleich lernen? Während das auf ein breites Bildungsangebot ausgelegte deutsche System auch Empfehlungen für Großbritannien bereithält, lassen sich auch einige interessante Aspekte aus Cambridge auf Deutschland übertragen.Wir sprechen mit Ulinka Rublack, Professorin für frühneuzeitliche Geschichte Europas im St. John's College an der Universität Cambridge. Sie hat früh in ihrem Studium bereits einen Blick nach England gewagt und ist nach Abschluss des Studiums komplett nach Cambdrige gewechselt.",2015-08-31T09:59:16Z,podlove-2015-07-27t17:23:16+00:00-2571a87bb4350f5,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG016 Open Science,https://forschergeist.de/podcast/fg016-open-science/,"Das klassische Modell des wissenschaftlichen Publikationsprozesses ist in die Jahre gekommen. Die Rahmenbedingungen, die die heutige Struktur hervorgebracht haben, verlieren immer mehr an Bedeutung oder sind bereits komplett weggefallen. Zudem schicken sich mit Open Access und Open Science Konzepte an, neue Blaupausen für die Wissenschaft in der Zukunft zu liefern.Wir sprechen mit Nikolaus Kriegeskorte, der sich im Rahmen seiner Forschertätigkeit am Forschungsstandort der ""Brain and Cognition Unit"" des MRC in Cambridge, England, nicht nur mit dem Verständnis von Lernen und künstlicher Intelligenz auseinandersetzt, sondern auch die Widersprüchlichkeiten des geltenden Publikationssystems in Frage stellt und neue Methoden der Publikationspraxis fordert und fördert. Wir sprechen über die Zwänge etablierter Kommunikationskanäle und die Möglichkeiten, ein neues System für Peer Review und Reputation aufzubauen, das den Anforderungen des 21. Jahrhunderts und den Chancen der digitalen Vernetzung gerecht wird.",2015-08-10T07:00:58Z,podlove-2015-07-08t16:04:20+00:00-07e08549abad87f,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG015 Wissenschaftsmanagement,https://forschergeist.de/podcast/fg015-wissenschaftsmanagement/,"Die Fachhochschule Lübeck hat sich schon früh mit den Chancen der Digitalisierung auseinandergesetzt und verfolgt seit längerem eine entsprechende Strategie, die jüngst auch im ""Strategiewettbewerb Hochschulbildung und Digitalisierung"" des Stifterverbandes und der Heinz Nixdorf Stiftung gefördert wurde. Doch auch im Bereich Internationalisierung und Wissenstransfer stellt sich die Fachhochschule breit auf und gibt der Forschung einen breiten Raum.Wir sprechen mit der Präsidentin der Fachhochschule Lübeck, Muriel Kim Helbig über die Hintergründe und Motivationen dieser Strategien und hinterfragen, welche Ziele die Fachhochschule damit verfolgt, welche Erfahrungen sie damit gemacht hat und wie sie die Fachhochschule organisatorisch aufstellt, um die Schule für Studierende, Professoren und externe Unternehmen gleichermaßen attraktiv zu gestalten.",2015-07-22T13:19:40Z,podlove-2015-06-17t14:56:49+00:00-131bcb21cfefa5b,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG014 Wissenschaftsgeschichte Asiens,https://forschergeist.de/podcast/fg014-wissenschaftsgeschichte-asiens/,"Unser heutiges Bild von Wissenschaft ist stark geprägt von den Errungenschaften und Fortschritten der europäischen und amerikanischen Gesellschaften der letzten Jahrhunderte. Und während hier zweifelsohne bahnbrechende und wichtige Ergebnisse erzielt wurden, sind Erfindungen, Erkenntnisse und wissenschaftliche Arbeit keineswegs auf diesen Raum beschränkt. Zur Justierung des Gesamtbildes hilft ein Blick auf die Wissenschaftsgeschichte Asiens und Chinas im Besonderen.Wir sprechen mit Dagmar Schäfer. Sie ist Sinologin und Direktorin der Abteilung ""Artefakte, Handeln und Wissen"" des Max-Planck-Instituts für Wissenschaftsgeschichte. Im Gespräch erörtert sie, welche wissenschaftlichen Entwicklungen Asien über die Jahrhunderte genommen hat, wie das Kräfteverhältnis von Politik, Wissenschaft, Herrschaft und Religion zu deuten ist und welche Weltbilder chinesische und andere asiatische Gesellschaften prägten.",2015-07-06T07:00:46Z,podlove-2015-06-15t19:20:09+00:00-3fb008d00571eb9,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
Forschergeist,https://forschergeist.de,Horizonte für Bildung und Forschung,de-DE,2021-12-06T03:00:00Z,2021-12-21T19:38:26Z,Podlove Podcast Publisher v3.7.0-beta5,FG013 Horizont 2020,https://forschergeist.de/podcast/fg013-horizont-2020/,"Die Europäische Union hat seit 1984 mehrere sogenannte Rahmenprogramme zur Förderung von Forschung aufgelegt. Seit 2014 läuft das achte Programm dieser Reihe.  Es trägt den schönen Namen ""Horizont 2020"", womit das Ende des Programms schon im Namen angelegt ist.Wissenschaftler in Europa können sich um Fördermittel in diesen Programmen bewerben, doch ist der Antragsprozess aufwändig, die Anforderungen hoch und die Ablehnungsquote signifikant. Möchte man hier erfolgreich sein, sollte man sich gut informieren und beraten lassen. Diese Beratung gibt es an Hochschulen und auch und vor allem bei der ""Kooperationsstelle EU der Wissenschaftsorganisationen (KoWi)"". Die KoWi betreibt in Bonn und Brüssel je ein Büro und bietet umfangreiche Beratung und zahlreiche Seminare an, die sich der Frage der Förderung auf EU-Ebene widmen.Wir sprechen mit Claudia Eggert, Leiterin des Brüsseler Büros der KoWi, über die Entwicklung der Förderung in der EU in den letzten Jahren, die Themen und Zielsetzungen der Förderprogramme, Anforderungen an Wissenschaftler und viele andere Aspekte, die für den Erfolg eines Antrags wichtig sein könnten.",2015-06-22T07:00:45Z,podlove-2015-06-12t15:26:18+00:00-f83446888261b7a,Metaebene Personal Media - Tim Pritlove,NA,forschergeist
